1 0.5 100 0.1 0.008 0.0002 0.6 50 32 25 9.66644e-05 76.9231 0.628091 140.456 499.819 0.0180915 49.9819 0.141321 28.2641
2 0.8 125 0.25 0.009 0.0004 0.65 50 32 25 9.49784e-05 75.5814 0.502893 -367.768 400.189 -0.0473704 100.047 0.113151 17.6798
3 0.6 150 0.15 0.0085 0.0003 0.7 50 32 25 0.000107274 85.3659 0.753789 179.296 599.846 0.0230943 89.9769 0.169602 42.4006
4 0.5 400 0.12 0.0075 0.0002 0.6 50 32 25 0.000103285 82.1918 2.08438 7421.92 1658.7 0.955983 199.044 0.468986 375.189
5 2 75 0.05 0.006 0.0003 0.8 50 32 25 0.00017637 140.351 3.73821 9794.02 2974.77 1.26152 148.738 0.841096 31.5411
6 1 180 0.09 0.008 0.0005 0.75 60 40 20 0.000125664 100 2.50557 3511.15 1993.87 0.55153 179.448 0.501115 90.2006
7 0.9 100 0.12 0.0065 0.0006 0.6 60 40 20 0.000127794 101.695 0.941541 569.236 749.255 0.0894153 89.9106 0.188308 20.9231
8 3 50 0.15 0.0085 0.0007 0.65 60 40 20 0.00010472 83.3333 1.2555 864.998 999.094 0.135874 149.864 0.2511 4.185
9 1.5 120 0.1 0.007 0.0003 0.7 60 40 20 0.00013129 104.478 2.25174 5172.46 1791.88 0.812487 179.188 0.450347 36.0278
10 0.8 250 0.2 0.009 0.0004 0.8 60 40 20 0.000116896 93.0233 1.25551 1138.78 999.106 0.17888 199.821 0.251103 78.4696
11 3 80 0.15 0.01 0.0005 0.75 55 30 10 9.92082e-05 78.9474 2.00781 2515.61 1597.76 0.335879 239.664 0.250976 6.69268
12 0.5 300 0.11 0.0075 0.0004 0.6 55 30 10 0.000106195 84.507 1.70937 2773.41 1360.27 0.3703 149.63 0.213671 128.202
13 1.2 150 0.1 0.008 0.0005 0.65 55 30 10 0.000108909 86.6667 2.25656 3213.11 1795.71 0.429007 179.571 0.282069 35.2587
14 2.5 80 0.12 0.0095 0.0003 0.7 55 30 10 9.56137e-05 76.087 2.08793 4626.42 1661.52 0.617709 199.382 0.260991 8.35171
15 1.5 120 0.08 0.009 0.0004 0.75 55 30 10 0.00010959 87.2093 2.8166 5166.49 2241.38 0.689818 179.31 0.352075 28.166
16 0.9 200 0.15 0.0085 0.0003 0.8 60 30 25 0.000122599 97.561 1.50518 2350.6 1197.78 0.332308 179.668 0.564443 125.432
17 1.3 100 0.2 0.0075 0.0005 0.6 60 30 25 0.000107712 85.7143 0.81643 432.859 649.694 0.061194 129.939 0.306161 23.5509
18 1 90 0.05 0.007 0.0004 0.8 60 30 25 0.00015232 121.212 2.24908 3622.69 1789.76 0.512145 89.4879 0.843403 75.9063
19 0.6 300 0.1 0.009 0.0004 0.85 60 30 25 0.000124203 98.8372 2.2557 3514.26 1795.03 0.496817 179.503 0.845889 422.944
20 0.8 100 0.06 0.008 0.0003 0.75 60 30 25 0.0001224 97.4026 1.66647 3054.9 1326.14 0.431877 79.5681 0.624927 78.1158
21 1.4 100 0.09 0.0095 0.0005 0.6 50 20 15 8.37758e-05 66.6667 1.95062 2701.24 1552.26 0.297017 139.703 0.43889 31.3493
22 0.4 500 0.08 0.001 0.0005 0.7 50 20 15 0.00175929 1400 3.13319 4866.38 2493.31 0.535086 199.465 0.704967 881.209
23 0.7 300 0.2 0.008 0.0003 0.8 50 20 15 0.00013056 103.896 1.31828 1727.58 1049.05 0.189958 209.81 0.296612 127.119
24 0.9 150 0.11 0.0085 0.0004 0.65 50 20 15 0.000100841 80.2469 1.53944 2223.61 1225.05 0.244498 134.756 0.346375 57.7291
25 1 220 0.1 0.0075 0.0004 0.75 50 20 15 0.000132743 105.634 2.75767 5019.17 2194.48 0.551886 219.448 0.620475 136.504
